feature,importance
plas,0.27600905008826293
mass,0.15954406196062593
age,0.12724756491730743
pedi,0.12673101497210537
pres,0.08560607356666586
preg,0.08445556590975238
insu,0.07240924554051632
skin,0.06799742304476379
