feature,importance
plas,0.36821514391116356
mass,0.18442601785601065
age,0.1341853010068951
pedi,0.13239471631737515
insu,0.056408933799298934
preg,0.05525981723427542
pres,0.044543696611741096
skin,0.024566373263240023
